year,month,week_number,inflation_rate,inflation_mom_change
2019,8,7,3.4,0.10000000000000009
2019,8,8,3.4,0.10000000000000009
2019,8,9,3.4,0.10000000000000009
2019,8,10,3.4,0.10000000000000009
2019,8,11,3.4,0.10000000000000009
2019,8,12,3.4,0.10000000000000009
2019,8,13,3.4,0.10000000000000009
2019,8,14,3.4,0.10000000000000009
2019,8,15,3.4,0.10000000000000009
2019,8,16,3.4,0.10000000000000009
2019,8,17,3.4,0.10000000000000009
2019,8,18,3.4,0.10000000000000009
2019,8,19,3.4,0.10000000000000009
2019,8,20,3.4,0.10000000000000009
2019,8,21,3.4,0.10000000000000009
2019,8,22,3.4,0.10000000000000009
2019,8,23,3.4,0.10000000000000009
2019,8,24,3.4,0.10000000000000009
2019,8,25,3.4,0.10000000000000009
2019,8,26,3.4,0.10000000000000009
2019,8,27,3.4,0.10000000000000009
2019,8,28,3.4,0.10000000000000009
2019,8,29,3.4,0.10000000000000009
2019,8,30,3.4,0.10000000000000009
2019,8,31,3.4,0.10000000000000009
2019,8,32,3.4,0.10000000000000009
2019,8,33,3.4,0.10000000000000009
2019,8,34,3.4,0.10000000000000009
2019,8,35,3.4,0.10000000000000009
2019,8,36,3.4,0.10000000000000009
2019,8,37,3.4,0.10000000000000009
2019,8,38,3.4,0.10000000000000009
2019,8,39,3.4,0.10000000000000009
2019,8,40,3.4,0.10000000000000009
2019,8,41,3.4,0.10000000000000009
2019,8,42,3.4,0.10000000000000009
2019,8,43,3.4,0.10000000000000009
2019,8,44,3.4,0.10000000000000009
2019,8,45,3.4,0.10000000000000009
2019,8,46,3.4,0.10000000000000009
2019,8,47,3.4,0.10000000000000009
2019,8,48,3.4,0.10000000000000009
2019,8,49,3.4,0.10000000000000009
2019,8,50,3.4,0.10000000000000009
2019,8,51,3.4,0.10000000000000009
2019,8,52,3.4,0.10000000000000009
2019,8,53,3.4,0.10000000000000009
2019,9,1,5.0,1.6
2019,9,2,5.0,1.6
2019,9,3,5.0,1.6
2019,9,4,5.0,1.6
2019,9,5,5.0,1.6
2019,9,6,5.0,1.6
2019,9,7,5.0,1.6
2019,9,8,5.0,1.6
2019,9,9,5.0,1.6
2019,9,10,5.0,1.6
2019,9,11,5.0,1.6
2019,9,12,5.0,1.6
2019,9,13,5.0,1.6
2019,9,14,5.0,1.6
2019,9,15,5.0,1.6
2019,9,16,5.0,1.6
2019,9,17,5.0,1.6
2019,9,18,5.0,1.6
2019,9,19,5.0,1.6
2019,9,20,5.0,1.6
2019,9,21,5.0,1.6
2019,9,22,5.0,1.6
2019,9,23,5.0,1.6
2019,9,24,5.0,1.6
2019,9,25,5.0,1.6
2019,9,26,5.0,1.6
2019,9,27,5.0,1.6
2019,9,28,5.0,1.6
2019,9,29,5.0,1.6
2019,9,30,5.0,1.6
2019,9,31,5.0,1.6
2019,9,32,5.0,1.6
2019,9,33,5.0,1.6
2019,9,34,5.0,1.6
2019,9,35,5.0,1.6
2019,9,36,5.0,1.6
2019,9,37,5.0,1.6
2019,9,38,5.0,1.6
2019,9,39,5.0,1.6
2019,9,40,5.0,1.6
2019,9,41,5.0,1.6
2019,9,42,5.0,1.6
2019,9,43,5.0,1.6
2019,9,44,5.0,1.6
2019,9,45,5.0,1.6
2019,9,46,5.0,1.6
2019,9,47,5.0,1.6
2019,9,48,5.0,1.6
2019,9,49,5.0,1.6
2019,9,50,5.0,1.6
2019,9,51,5.0,1.6
2019,9,52,5.0,1.6
2019,9,53,5.0,1.6
2019,10,1,4.8,-0.20000000000000018
2019,10,2,4.8,-0.20000000000000018
2019,10,3,4.8,-0.20000000000000018
2019,10,4,4.8,-0.20000000000000018
2019,10,5,4.8,-0.20000000000000018
2019,10,6,4.8,-0.20000000000000018
2019,10,7,4.8,-0.20000000000000018
2019,10,8,4.8,-0.20000000000000018
2019,10,9,4.8,-0.20000000000000018
2019,10,10,4.8,-0.20000000000000018
